Unnamed: 0,Giới tính,Hình thức làm việc,Kinh nghiệm,Mức lương,Ngành nghề,Số lượng tuyển dụng,Thời gian thử việc,Trình độ,Tính chất công việc,Tỉnh/Thành phố,benefits,description,job_title,link,requirements
,Nam,Nhân viên chính thức,Dưới 1 năm,10 - 12 triệu,Thẩm định/Giám định/Quản lý chất lượngNgân hàng/Chứng khoán/Đầu tưLao động phổ thông,4,2 tháng,Trung học,Việc làm thu nhập cao,Hà NamHải PhòngThái NguyênToàn quốcHà Nội,"- Thu nhập cao: Lương cơ bản + bonus (thu nhập không giới hạn)

- Được đào tạo bài bản và chuyên sâu

- Không cần phải đến tại văn phòng công ty.

- Được hưởng chế độ BHXH, BHYT, BHTN kết hợp bảo hiểm sức khỏe theo chính sách công ty","- Tiếp nhận hồ sơ khách hàng cần xác minh từ hệ thống và tiến hành đặt hẹn với các khách hàng và sắp xếp tuyến đường hợp lý để đến thẩm định tại nhà/công ty của khách hàng.

- Nhân viên thực địa tiến hành đi kiểm tra thực tế và đánh giá tính chính xác, hợp lệ, hợp pháp của hồ sơ khách hàng.

- Đối chiếu các thông tin thu thập được để phân tích, đánh giá, phản ánh hiện trạng hồ sơ khách hàng.

- Báo cáo kết quả hồ sơ

-Các khu vực đang tuyển dụng:
Hà Nam: Tp. Phủ Lý/ Kim Bảng, Duy Tiên
Thái Nguyên: Tp. Thái Nguyên
Hải Phòng: Tiên Lãng/Vĩnh Bảo
Quảng Ninh: Uông Bí/Quảng Yên/Đông Triều

Vì sức khỏe cộng đồng, chung tay phòng chống dịch bệnh, Shinhan Finance sẽ ưu tiên PHỎNG VẤN TRỰC TUYẾN qua các kênh: ""zalo, skype, zoom""",,,"- Tốt nghiệp Trung Học Phổ Thông trở lên

- Không yêu cầu kinh nghiệm

- Trung thực, nhanh nhẹn, am hiểu đường xá tại địa bàn

- Khả năng giao tiếp, xử lý tình huống tốt

- Thích công việc di chuyển ngoài thị trường"
,Không yêu cầu,Nhân viên chính thức,Chưa có kinh nghiệm,10 - 12 triệu,Tài xế/Lái xe/Giao nhậnLao động phổ thông,100,Nhận việc ngay,Trung học,Giờ hành chính,Kiên GiangLong AnVĩnh LongĐồng NaiTP.HCM,"- Thưởng hiệu quả công việc theo tháng
- Bảo hiểm tai nạn 24/24;
- Cung cấp đầy đủ trang thiết bị giao hàng;
- Đảm bảo thu nhập hàng tháng, thưởng theo tháng;
- Cơ hội trở thành nhân viên chính thức.","- Nhận hàng từ kho giao cho khách hàng và thu tiền hàng (nếu có);
- Giao hàng từ 1 - 2 phường/xã;
- Lương thưởng và chế độ hấp dẫn;
- Phụ trách giao hàng theo khu vực.",,,"- Có xe gắn máy, điện thoại thông minh (Android 6.0 trở lên);
- Thông thạo các tuyến đường;
- Làm việc 6 ngày/tuần."
,Không yêu cầu,Nhân viên chính thức,Chưa có kinh nghiệm,10 - 12 triệu,Lao động phổ thôngDệt maySản xuất/Vận hành sản xuất,20,1 tháng,Lao động phổ thông,Giờ hành chính,Hà Nội,"- Cam kết thu nhập từ 7-15 triệu/tháng
- Được tham gia BHXH, BHYT, BHTN theo quy định của luật BHXH
- Thưởng các ngày lễ, Tết
- Hưởng lương tăng ca theo quy định của Luật lao động
- Xét tăng lương theo năng lực và hiệu quả công việc
- Du lịch Team Building hàng năm
- Cơ chế lương thưởng rõ ràng và minh bạch
- Làm giờ hành chính: Sáng 8h00'-12h00' và Chiều 13h30' đến 17h30' từ thứ 2 đến thứ 7. Nghỉ: Chủ Nhật + Lễ Tết.","- Thực hiện 1 trong các công đoạn sản xuất rèm vải như: xả vải, cắt vải, nối khổ, may biên, may gấu, là công nghiệp, hấp vải, cắt chiều cao, ép mếch, may hoàn thiện.
- Kiểm tra chất lượng sản phẩm sau khi hoàn thiện.
- Đóng gói dán nhãn sản phẩm theo quy cách.
- Chi tiết công việc sẽ trao đổi trong quá trình phỏng vấn.
- Địa điểm làm việc: Lô 08, Cụm Công Nghiệp Yên Nghĩa, P. Yên Nghĩa, Hà Đông, Hà Nội.",,,"- Giới tính: Nam/nữ. Có sức khỏe tốt.
- Độ tuổi: Từ 18-40 tuổi.
-  đã biết may cơ bản đối với ứng viên ở các công đoạn: nối khổ, may biên, may gấu, may hoàn thiện. Công ty sẽ đào tạo thêm trong lĩnh vực may rèm.
- Ứng viên ở các công đoạn khác chưa biết sẽ được đào tạo.
- Ưu tiên ứng viên đã có kiến thức về các sản phẩm rèm vải."
,Không yêu cầu,Nhân viên chính thức,Chưa có kinh nghiệm,10 - 12 triệu,Kinh doanhPhát triển thị trườngLao động phổ thông,1,Nhận việc ngay,Không yêu cầu,Giờ hành chính,Đồng Tháp,"-> Thu nhập trung bình từ 11-14tr triệu.
- Là nhân viên chính thức & được hưởng đầy đủ phúc lợi của Công ty.
- Thử việc 2 tháng. Sau thử việc được tham gia BHXH, BHTN, bảo hiểm y tế, bảo hiểm 24/24 (công ty chi trả 100% chi phí)
- Lương tháng 13 & xem xét tăng lương hàng năm
- Cơ hội thăng tiến, đào tạo kĩ năng phát triển nghề nghiệp.
- Thời gian làm việc: Giờ hành chính từ 07h30 - 17h00 từ thứ 2 đến thứ 7. Nghỉ trưa 90 phút","- Ghé thăm các cửa hiệu thuộc tuyến bán hàng được phân công (chăm sóc và lên đơn hàng)
- Giới thiệu chương trình Khuyến mãi cho khách hàng & trưng bày sản phẩm
- Cập nhật lại MCP/ danh sách cửa hiệu để chuẩn hóa tuyển bán hàng
- Chịu trách nhiệm doanh số theo địa bàn phân công.
Có kho/ Văn phòng ở các quận cho Nhân viên tiện di chuyển",,,"- Có xe máy riêng. Tự túc về phương tiện đi lại
- Nhanh nhẹn, chăm chỉ, , nhiệt tình, sức khỏe tốt, có thể đi thị trường
- Tốt nghiệp THCS trở lên, Nam/nữ tuổi từ 18 - 45t.
- Không yêu cầu kinh nghiệm"
,Không yêu cầu,Nhân viên chính thức,Chưa có kinh nghiệm,10 - 12 triệu,Tài xế/Lái xe/Giao nhậnLao động phổ thông,100,Nhận việc ngay,Trung học,Giờ hành chính,Nghệ AnQuảng BìnhĐắk NôngLâm Đồng,"- Thưởng hiệu quả công việc theo tháng
- Bảo hiểm tai nạn 24/24;
- Cung cấp đầy đủ trang thiết bị giao hàng;
- Đảm bảo thu nhập hàng tháng, thưởng theo tháng;
- Cơ hội trở thành nhân viên chính thức.","- Nhận hàng từ kho giao cho khách hàng và thu tiền hàng (nếu có);
- Giao hàng từ 1 - 2 phường/xã;
- Lương thưởng và chế độ hấp dẫn;
- Phụ trách giao hàng theo khu vực.

Khu vực tuyển dụng:
- Nghệ An
- Quảng Bình
- Đăk Nông
- Lâm Đồng",,,"- Có xe gắn máy, điện thoại thông minh (Android 6.0 trở lên);
- Thông thạo các tuyến đường;
- Làm việc 6 ngày/tuần."
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,7 - 10 triệu,Kho vận/Vật tư/Thu muaTài xế/Lái xe/Giao nhậnLao động phổ thông,50,2 tháng,Không yêu cầu,Giờ hành chính,TP.HCMĐắk NôngHậu Giang,"- Thưởng hiệu quả công việc hàng tháng, thưởng hiệu suất cuối năm, lương tháng 13;
- chế độ 14 ngày phép/ năm và 6 ngày phép bệnh/năm
- Hỗ trợ ăn trưa;
- Tham gia đầy đủ chế độ BHXH, BHYT, BHTN, hỗ trợ Covid;
- Đánh giá, xét tăng lương và thưởng năng suất hàng năm;
- Cơ hội được đào tạo bài bản, cơ hội tăng lương theo năng lực;
- Hỗ trợ học phí nâng cao tay nghề;
- Môi trường làm việc trẻ trung, năng động, đồng nghiệp thân thiện, giúp đỡ;
- Tham gia các hoạt động nội bộ của công ty với nhiều giải thưởng hấp dẫn (teambuiliding,..);
- Chính sách đặc biệt từ Shopee (voucher, quà tặng campaign, tết,...).","- Phụ lên hàng lên/xuống xe tải;
- Nhận và scan hàng hóa lên hệ thống;
- Quản lý hàng hóa trên hệ thống, đảm bảo việc nhập xuất hàng phải đúng tiến độ, không bị lệch số
- Phân chia hàng theo các phường, các quận;
- Báo cáo xuất nhập hàng hóa.
Khu vực tuyển dụng:
- Đăk Nông
- Hồ Chí Minh
- Hậu Giang",,,"- Sức khoẻ tốt, nhanh nhẹn, chăm chỉ, trung thực;
- Làm việc theo ca, xoay ca hàng tuần;
- Có kinh nghiệm làm kho thương mại điện tử là một lợi thế;
- Chịu được áp lực trong công việc."
,Không yêu cầu,Nhân viên chính thức,Chưa có kinh nghiệm,7 - 9 triệu ( + Hoa hồng từ 1% đến 2%),Bán hàngChăm sóc khách hàngLao động phổ thông,10,1 tháng,Không yêu cầu,Giờ hành chính,TP.HCM,"- Mức lương 5.000.000 - 9.000.000 + hoa hồng 2%+ thưởng( ( Thử việc 1 tháng). Có hỗ trợ phần cơm trưa.
- : Được tham gia đóng bảo hiểm sau 6 tháng theo quy định, tăng lương theo năng lực.
- Địa chỉ làm việc tại văn phòng: Đường nữ dân công, vĩnh lộc a, bình chánh.
- Thời gian làm việc: 8h-17h nghỉ trưa 1 tiếng từ thứ 2 đến thứ 7.","- Lĩnh vực sản xuất mũ - nón bảo hiểm xe máy xe moto.
- Tư vấn chốt đơn hàng cho khách.
- Xử lí đơn hàng , lên hợp đồng cho khách hàng.
- Thu data, gửi mail, call phone chào hàng giới thiệu sản phẩm.
- Xử lí các công việc khác được giao.",,,"-  : thành thạo tin học văn phòng, có kinh nghiệm bán hàng
- Ưu tiên có kinh nghiệm bán hàng,
- Có khả năng đàm phán giao tiếp, thuyết phục tốt
- Yêu thích công việc bán hàng, kinh doanh hàng quà tặng."
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,12 - 15 triệu ( + Hoa hồng từ 5% đến 10%),Kinh doanhLao động phổ thôngTài chính/Kế toán/Kiểm toán,50,Nhận việc ngay,Không yêu cầu,Việc làm thu nhập cao,TP.HCMBình DươngKiên GiangĐà NẵngToàn quốc,"* (Chế độ làm việc, thu nhập,...)
_Thu nhập không giới hạn tùy vào năng lực của cá nhân, tổng thu nhập trung bình hàng tháng > 12 triệu trở lên
_Bảo hiểm theo qui định nhà nước
_Có lộ trình thăng tiến
_Được đào tạo đầu vào, nâng cao kiến thức chuyên môn thường xuyên với các chương trình chuyên nghiệp hàng đầu ngành tài chính Việt Nam
_Phát triển kĩ năng toàn diện với mô hình bán hàng đa nhiệm tiên phòng
_Môi trường làm việc chuyên nghiệp và năng động","_Tìm kiếm KH mới để cung cấp bán các sản phẩm và dịch vụ trực tiếp của FEC
_Phát triển và mở rộng bán 8 mô hình sản phẩm của FEC
_Hỗ trợ giám Sát Bán Hàng Trực Tiếp trong việc phát triển và thực hiện chiến dịch bán hàng trực tiếp mới
_Tuân thủ các qui định, qui tắc và chính sách để đáp ứng các mục tiêu của công ty
_Thực hiện các nhiệm vụ khác được giao bởi Giám Sát Bán Hàng Trực Tiếp

*Khu vực tuyển dụng: Toàn Quốc

_Miền Trung: Đà Nẵng, Quảng Ngãi, Quảng Nam, Bình Định, Phú Yên, Khánh Hòa, Ninh Thuận, Bình Thuận
_Miền Đông: Đồng Nai, Bình Dương, Bình Phước, Bà Rịa Vũng Tàu
_Tây Nguyên: Đắc Lắc, Đắc Nông, Gia Lai, KonTum
_Mê Kông: tất cả các tỉnh thành mê kông",,,"_Không yêu cầu bằng cấp
_Chịu khó, không ngại di chuyển
_Có sử dụng Smartphone
_Yêu thích công việc tư vấn, kinh doanh
_Có kinh nghiệm trong lĩnh vực bán hàng, tư vấn bảo hiểm/tài chính, chăm sóc KH, bán hàng tiêu dùng nhanh là một lợi thế"
,Nữ,Nhân viên chính thức,Không yêu cầu kinh nghiệm,8 - 15 triệu,Làm đẹp/Thể lực/SpaLao động phổ thôngY tế,10,Trao đổi trực tiếp khi phỏng vấn,Không yêu cầu,Giờ hành chính,TP.HCM,"- Thu nhập 8.000.000 - 15.000.000/tháng.Tùy theo năng lực, Nếu làm tốt thu nhập sẽ lên đến 20 triệu ( THƯỞNG THEO NĂNG LỰC).
Ngoài ra có thêm cá khoản phụ cấp ngoài giờ, tăng ca, % hoa hồng dịch vụ/sản phẩm, thưởng reivew tốt, thưởng KPI ca, chi phí gửi xe, chuyên cẩn, 100% TIP....
- Lương tháng 13, sinh nhật, Lễ,Tết...
- Thời gian làm việc giờ hành chính thứ 2 - thứ 7 (8H/ngày), OFF 1 ngày trong tuần. Nếu nghỉ dài ngày chỉ cần báo trước với Quản Lý.
- Môi trường làm việc tốt, thân thiện, chuyên nghiệp, hiện đại
- Lộ trình thăng tiến rõ ràng, thăng tiến các vị trí quản lý và đối tác hợp tác cùng Care With Love.
- Tăng lương định kỳ, mức lương không giới hạn xứng đáng theo năng lực.
- Được tham gia Team Building, du lịch định kỳ hàng năm
- Tham gia BHXH,BHYT theo qui định nhà nước.
- Được đào tạo miễn phí, khóa học trị giá 39 triệu chuyên về kĩ thuật chăm sóc mẹ và bé chuẩn BCTMB độc quyền chỉ có tại Care With Love đước Sở Y Tế cấp phép.
- Được đào tạo chuyên môn trong môi trường làm việc chuyên nghiệp
- Được đào tạo kĩ năng mềm về giao tiếp, chăm sóc khách hàng, kĩ năng bán hàng tăng thu nhập.
- Được Care With Love cấp chứng chỉ chuẩn Quốc Tế chuẩn BCTMB
- Được cấp phát 100% công cụ học và làm việc.
- Được hỗ trợ lương học việc.
- Được hỗ trợ chỗ ở miễn phí khi học việc
+ Học viên sẽ không phát sinh bất kì khoản phí nào trong suốt thời gian học việc.","CARE WITH LOVE là hệ thống Spa & dịch vụ Y TẾ đầu tiên và duy nhất chuẩn BCTMB Hoa Kỳ và được Sở Y Tế Cấp Phép, đã được hơn 150.000 mẹ & bé tin dùng trong suốt 10 năm qua trong đó có những KOL như diễn viên Tăng Thanh Hà, ca sĩ Đông Nhi, vợ anh Cường Đô La, vợ anh Ưng Hoàng Phúc, siêu mẫu Xuân Lan, ca sĩ Thu Minh...

- Gội đầu dưỡng sinh và spa cho các mẹ bầu, các chị em phụ nữ
- Giúp phục hồi sức khoẻ và massage lấy lại vóc dáng cho các mẹ sau sinh
- Massage, hơ lá trầu, vệ sinh rốn và tắm cho bé sơ sinh

Làm việc tại 1 trong những quận sau: Q5, Q7, Q9, Gò Vấp, Bình Thạnh",,,"- Không yêu cầu kinh nghiệm và tay nghề, được đào tạo miễn phí 100%
- Ham học hỏi, ham thích làm việc, mong muốn đem đến niềm vui và sức khoẻ cho mẹ và bé"
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,7 - 10 triệu,Cơ khí/Kĩ thuật ứng dụngLao động phổ thôngSản xuất/Vận hành sản xuất,5,1 tháng,Không yêu cầu,Việc làm theo ca/Đổi ca,TP.HCM,"- Thực hiện đầy đủ các chế độ theo đúng Luật lao động qui định
- Tham gia đầy đủ BHXH, BHYT, BHTN
- Lương 6.000.00 - 10.000.000, Thỏa thuận trực tiếp khi phỏng vấn
- Tăng ca ngày thường x1.5, Chủ nhật x2.0","- Gia công cơ khí chính xác
- Tham gia các quá trình, công đoạn gia công.
- Được huấn luyện trước khi tham gia làm việc
- Nhân viên đứng máy Phay, Tiện
- Nhân viên kỷ thuật, Lập trình gia công CNC
- Trao đổi chi tiết khi phỏng vấn
- Làm việc tại đường 11, KDC Kim Sơn, Tân Phong, Quận 7, TP HCM",,,"- Ưu tiên người tốt nghiệp trường dạy nghề
- Ưu tiên người đã có kinh nghiệm đứng máy Tiện và Phay, Lập trình gia công CNC,
- Làm việc theo 2 ca, 1 Tháng đổi ca 1 lần"
,Nữ,Nhân viên chính thức,Dưới 1 năm,9 - 12 triệu,Dệt mayLao động phổ thôngKhu chế xuất/Khu công nghiệp,5,2 tháng,Không yêu cầu,Giờ hành chính,TP.HCM,"- Mức Lương : 9 triệu – 12 triệu
- Môi trường làm việc thân thiện, hòa đồng, năng động.
- Tham gia chế độ BHXH, BHYT, BHTN theo đúng quy định;
- Chế độ phụ cấp, cơm trưa, xăng xe,…theo quy định của Công ty.
-","- Cắt may mẫu theo rập, thực hiện may mẫu theo yêu cầu;
- Đảm bảo may đúng ý tưởng thiết kế, đúng đường may kĩ thuật;
- Kiểm tra chỉnh sửa những sản phẩm bị lỗi hoặc chỉnh sửa theo yêu cầu của thiết kế;
- Thực hiện các công việc khác theo phân công của quản lý.

- Thời gian làm việc: 7h30 - 17h00, từ thứ hai đến thứ bảy.
- Địa điểm làm việc: 26B Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12.",,,"- Có kinh nghiệm từ 6 tháng trở lên may mẫu TOP, mẫu FPP, mặt hàng thời trang nữ;
- Tỉ mỉ, chịu khó, siêng năng;
- Kiểm tra tay nghề đầu vào và báo kết quả trong vòng 24h sau bài kiểm tra."
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,5 - 7 triệu,Lao động phổ thôngChăm sóc khách hàngNông/Lâm/Ngư nghiệp,2,Nhận việc ngay,Trung học,Việc làm theo ca/Đổi ca,TP.HCM,"- Lương cứng: 5.1/tháng (NET) (+ Hoa hồng)
- Tham gia BHXH, BHYT, BHTN-BNN, BHTN đầy đủ.
- Công việc đơn giản, dễ thực hiện.","• Đối chiếu dữ liệu ảnh chân dung, ảnh CMND/CCCD và các thông tin trích xuất sẵn theo hệ thống (theo thuê bao, ngày sinh, ngày cấp CMND/CCCD, nơi cấp CMND/CCCD).
• Phê duyệt và từ chối nếu trường hợp thông tin trùng khớp và không trùng khớp
• Địa điểm làm tại: 270A Lý Thường Kiệt P.14 Q.10 TPHCM ( Hẻm 354/35)
• Ca làm việc: Sáng: 7h - 14h30; Chiều 14h30 - 22h
• Không cố định ngày OFF ( số ngày OFF = số ngày CN của tháng, được đkí trước theo tháng)",,,"• Tốt nghiệp THPT trở lên
• Sử dụng thành thạo tin học văn phòng
• Ưu tiên ứng viên có kinh nghiệm nhập liệu, xử lý số liệu chính xác"
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,5 - 7 triệu,Phục vụ/Tạp vụ/Giúp việcLao động phổ thôngGiáo dục/Đào tạo/Thư viện,10,Nhận việc ngay,Lao động phổ thông,Việc làm theo ca/Đổi ca,TP.HCM,"- Đầy đủ chế độ về bảo hiểm: BHXH, BHYT, bảo hiểm sức khỏe, nghỉ phép năm.
- Nghỉ lễ tết, nghỉ hè, thưởng lễ Tết.","- Vệ sinh phòng họp, phòng làm việc, hành lang, cầu thang
- Nhanh nhẹn, siêng năng, gọn gàng,sạch sẽ
- Dọn dẹp lại khu vực làm việc
- Thực hiện công việc vệ sinh tại khu vực được phân công, đảm bảo môi trường làm việc luôn sạch sẽ, ngăn nắp, gọn gàng.
- Làm một trong các ca:
+ Ca sáng 6h – 14h từ thứ hai đến thứ bảy
+ Ca chiều: 14h – 22h từ thứ hai đến thứ bảy
+ Ca :11h - 19h từ thứ hai đến thứ sáu, thứ bảy từ 6h - 14h.",,,"- Độ tuổi từ 18 - 45 tuổi
- Trình độ văn hóa hết cấp 2 trở lên.
- Nhanh nhẹn, sạch sẽ, ưu tiên có kinh nghiệm làm tạp vụ."
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,10 - 12 triệu,Bán hàngLao động phổ thôngChăm sóc khách hàng,25,Chưa cập nhật,Không yêu cầu,Giờ hành chính,TP.HCM,"- Không thu bất kỳ phí nào của nhân viên, đi học đào tạo vẫn có lương.
- Lương từ:7.000.000 - 12.000.000 + thưởng nóng, hoa hồng...
(Có đi làm ngày công là có lương cơ bản và bao cơm trưa),
- Riêng tiền thưởng năng suất làm việc + tiền thưởng chốt đơn + tiền thưởng nóng sẽ tính riêng.
- Không có kinh nghiệm sẽ được Công ty đào tạo (Cty trả lương những ngày học đào tạo như chính thức)
- Tham gia BHXH, Công đoàn đầy đủ
- Nghỉ tết Nguyên đán 15-18 ngày
- Du lịch 1-2 lần/1 năm.","- Nhận cuộc của khách hàng, tư vấn sản phẩm và chốt đơn hàng của khách (làm việc tại văn phòng không đi bên ngoài).
- Công ty quảng cáo sản phẩm trên kênh truyền hình (Mỹ phẩm, hàng gia dụng, thực phẩm chức năng, giảm cân, tăng cường sức khỏe...): Khách hàng gọi vào đường dây hotline, nhân viên nhận cuộc gọi (In-out) và tư vấn.
- Làm giờ hành chánh: 8h30 - 17h30 (trưa nghỉ 1 tiếng), 1 tuần nghỉ 1 ngày.
- Làm việc tại văn phòng không đi bên ngoài: làm Q5 hoặc Quận 6 (Sắp xếp theo khu vực tiện cho nhân viên đi làm)
+ Làm Q5: Tòa nhà MH (Lầu 1), Võ Văn Kiệt gần Trần Bình Trọng cắt ngang chưa tới Bệnh Viện Nhiệt Đới.
+ Làm Q6: Tòa nhà Vietmarket (Lầu 6), Phạm Văn Chí, P8, Q6
- Sẽ trao đổi thêm khi phỏng vấn.
- Đạt yêu cầu nhận việc ngay.",,,"- Nam/ Nữ: ĐỘ TUỔI BẮT BUỘC TỪ 18 - 40 TUỔI
- Giọng nói dễ nghe.
- Biết chút vi tính (cơ bản)
- Không cần kinh nghiệm (được công ty đào tạo)."
,Nam,Nhân viên chính thức,Dưới 1 năm,10 - 12 triệu,Thẩm định/Giám định/Quản lý chất lượngNgân hàng/Chứng khoán/Đầu tưLao động phổ thông,5,2 tháng,Trung học,Giờ hành chính,Hà NamHải PhòngQuảng NinhToàn quốcVĩnh Phúc,"- Thu nhập cao: Lương cơ bản + bonus (thu nhập không giới hạn)

- Được đào tạo bài bản và chuyên sâu

- Không cần phải đến tại văn phòng công ty.

- Được hưởng chế độ BHXH, BHYT, BHTN kết hợp bảo hiểm sức khỏe theo chính sách công ty","- Tiếp nhận hồ sơ khách hàng cần xác minh từ hệ thống và tiến hành đặt hẹn với các khách hàng và sắp xếp tuyến đường hợp lý để đến thẩm định tại nhà/công ty của khách hàng.

- Nhân viên thực địa tiến hành đi kiểm tra thực tế và đánh giá tính chính xác, hợp lệ, hợp pháp của hồ sơ khách hàng.

- Đối chiếu các thông tin thu thập được để phân tích, đánh giá, phản ánh hiện trạng hồ sơ khách hàng.

- Báo cáo kết quả hồ sơ

-Các khu vực đang tuyển dụng:
Hải Phòng: Tiên Lãng/Vĩnh Bảo
Quảng Ninh: Uông Bí/Quảng Yên/Đông Triều
Hà Nam: Tp. Phủ Lý/ Kim Bảng, Duy Tiên
Thái Nguyên: Tp. Thái Nguyên

Vì sức khỏe cộng đồng, chung tay phòng chống dịch bệnh, Shinhan Finance sẽ ưu tiên PHỎNG VẤN TRỰC TUYẾN qua các kênh: ""zalo, skype, zoom""",,,"- Tốt nghiệp Trung Học Phổ Thông trở lên

- Không yêu cầu kinh nghiệm

- Trung thực, nhanh nhẹn, am hiểu đường xá tại địa bàn

- Khả năng giao tiếp, xử lý tình huống tốt

- Thích công việc di chuyển ngoài thị trường"
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,7 - 12 triệu,Kho vận/Vật tư/Thu muaTài xế/Lái xe/Giao nhậnLao động phổ thông,250,2 tháng,Không yêu cầu,Việc làm theo ca/Đổi ca,Hà NộiBắc Ninh,"- Thưởng hiệu quả công việc hàng tháng, thưởng hiệu suất cuối năm, lương tháng 13;
- chế độ 14 ngày phép/ năm và 6 ngày phép bệnh/năm
- Hỗ trợ ăn trưa;
- Tham gia đầy đủ chế độ BHXH, BHYT, BHTN, hỗ trợ Covid;
- Đánh giá, xét tăng lương và thưởng năng suất hàng năm;
- Cơ hội được đào tạo bài bản, cơ hội tăng lương theo năng lực;
- Hỗ trợ học phí nâng cao tay nghề;
- Môi trường làm việc trẻ trung, năng động, đồng nghiệp thân thiện, giúp đỡ;
- Tham gia các hoạt động nội bộ của công ty với nhiều giải thưởng hấp dẫn (teambuiliding,..);
- Chính sách đặc biệt từ Shopee (voucher, quà tặng campaign, tết,...).","- Phụ lên hàng lên/xuống xe tải;
- Nhận và scan hàng hóa lên hệ thống;
- Quản lý hàng hóa trên hệ thống, đảm bảo việc nhập xuất hàng phải đúng tiến độ, không bị lệch số
- Phân chia hàng theo các phường, các quận;
- Báo cáo xuất nhập hàng hóa.

Khu vực tuyển dụng:
- Bắc Ninh (Thị Xã Từ Sơn)
- Hà Nội (Quận Long Biên)",,,"- Sức khoẻ tốt, nhanh nhẹn, chăm chỉ, trung thực;
- Làm việc theo ca, xoay ca hàng tuần;
- Có kinh nghiệm làm kho thương mại điện tử là một lợi thế;
- Chịu được áp lực trong công việc."
,Nam,Nhân viên chính thức,Không yêu cầu kinh nghiệm,8 - 15 triệu,Cơ khí/Kĩ thuật ứng dụngLao động phổ thông,1,1 tháng,Không yêu cầu,Giờ hành chính,TP.HCM,"- Thợ cơ khí chưa tay nghề : 8-10 triệu
- Thợ cơ khí có tay nghề: từ 10 triệu -15 triệu (Thỏa thuận trực tiếp khi phỏng vấn)
- Thực hiện đầy đủ các chế độ theo đúng Luật lao động qui định
- Tham gia đầy đủ BHXH, BHYT, BHTN","- Thợ hàn, thợ lắp ráp máy
- Phụ trách các công việc cơ khí: Lắp ráp cân chỉnh máy tại xưởng sản xuất.
- Công viêc cụ thể trao đổi thêm khi phỏng vấn",,,"- Chưa có kinh nghiệm sẽ được đào tạo
- Ưu tiên người đã có kinh nghiệm thợ cơ khí."
,Nam,Nhân viên chính thức,1 năm,7 - 15 triệu,Cơ khí/Kĩ thuật ứng dụngLao động phổ thôngSản xuất/Vận hành sản xuất,2,Trao đổi trực tiếp khi phỏng vấn,Không yêu cầu,Giờ hành chính,TP.HCM,"- Lương cơ bản: 7-15tr
- Tăng ca theo lịch công ty
- Tiền cơm: 25.000/bữa
- Phép năm theo quy định của công ty
- Tiền thâm niên theo chính sách công ty
- Thưởng tháng 13 theo luật lao động
- Được đào tạo nâng cao tay nghề","- Nhân viên đứng máy, vận hành máy phay cơ
- Thực hiện những công việc khác theo hướng dẫn của quản lý.",,,"- Tuổi từ 18t -40t
- Có sức khỏe tốt
- Đọc hiểu bản vẽ cơ khí, 2D
- Có kinh nghiệm vận hành máy phay cơ
- Cẩn thận, có tinh thần trách nhiệm trong công việc"
